ITEM_CODE,ITEM_NAME_ENG,ITEM_STOCK,ITEM_STATUS_CODE,ITEM_STATUS_NAME,STOCK_TYPE_CODE,STOCK_TYPE_NAME,EXPIRE_DATE,BATCH_NO,TOTAL_BASE_PRICE,TOTAL_PHARMAIST_PRICE,TOTAL_COMMUNITY_PRICE,COMPANY_ENTITY_CODE,COMPANY_ENTITY_NAME,STORE_DEPT_CODE,STORE_DEPT_NAME,Year,Month
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,13.0,10,قابل للصرف,1,اساسى,2027-04-01,101516CB,3649.2456,4004.0,4550.0,4020301,فرع بنها,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,14.0,10,قابل للصرف,1,اساسى,2027-02-01,101506CB,3929.9568,4312.0,4900.0,4020308,فرع اشمون,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,24.0,10,قابل للصرف,1,اساسى,2025-12-01,101225,4812.192,5280.0,6000.0,4030204,فرع سوهاج محطة,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,28.0,10,قابل للصرف,1,اساسى,2027-04-01,101515CB,7859.9136,8624.0,9800.0,60208,صيدلية مصر للسياحة,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,44.0,10,قابل للصرف,1,اساسى,2027-04-01,101516CB,12351.2928,13552.0,15400.0,60101,صيدلية اسعاف (24) شبرا,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,50.0,10,قابل للصرف,1,اساسى,2027-04-01,101515CB,14035.56,15400.0,17500.0,60259,صيدلية اسعاف (24) دمياط,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,89.0,10,قابل للصرف,1,اساسى,2027-04-01,101517CB,24983.2968,27412.0,31150.0,60273,صيدلية مطابع البنك نوت(عاصمة الادارية),2,مستودعات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,143.0,10,قابل للصرف,1,اساسى,2027-07-01,101523CB,40141.7016,44044.0,50050.0,60221,صيدلية كهرباء - مدينة نصر,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,300.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,84213.36,92400.0,105000.0,60101,صيدلية اسعاف (24) شبرا,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,420.0,10,قابل للصرف,1,اساسى,2027-07-01,101523CB,117898.704,129360.0,147000.0,4010401,فرع المهندسين,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,500.0,10,قابل للصرف,1,اساسى,2027-07-01,101523CB,140355.6,154000.0,175000.0,60104,صيدلية اسعاف (24) مصطفى كامل,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,3.0,10,قابل للصرف,1,اساسى,2025-06-20,101205CB,553.40208,607.2,690.0,4020106,فرع بلقاس,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,6.0,10,قابل للصرف,1,اساسى,2026-03-01,101342,1419.59664,1557.6,1770.0,60117,صيدلية الحرية اسكندرية,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,10.0,10,قابل للصرف,1,اساسى,2026-03-02,101339CB,2365.9944,2596.0,2950.0,60219,صيدلية كهرباء - الهرم,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,14.0,10,قابل للصرف,1,اساسى,2026-03-10,101340CH,3312.39216,3634.4,4130.0,60134,صيدلية كهرباء - المنصورة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,26.0,10,قابل للصرف,1,اساسى,2026-03-31,101342CB,6151.58544,6749.6,7670.0,60206,صيدلية مجلس الشعب,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,27.5,10,قابل للصرف,1,اساسى,2026-01-05,101319CB,6506.4846,7139.0,8112.5,60230,صيدلية جامعة بنها,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,34.0,10,قابل للصرف,1,اساسى,2026-03-31,101342CB,8044.38096,8826.4,10030.0,60237,صيدلية القناة لتوزيع الكهرباء - الزقازيق,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,37.0,10,قابل للصرف,1,اساسى,2026-01-30,101272,8160.6756,8954.0,10175.0,4020201,فرع كفر الشيخ,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,60.0,10,قابل للصرف,1,اساسى,2026-03-31,101340CB,14195.9664,15576.0,17700.0,60201,صيدلية جامعة الازهر,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,191.0,10,قابل للصرف,1,اساسى,2026-03-31,101340CB,45190.49304,49583.6,56345.0,60263,صيدلية جامعة عين شمس,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,300.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,70979.832,77880.0,88500.0,60217,صيدلية كهرباء - السبتية,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,420.0,10,قابل للصرف,1,اساسى,2026-07-01,101345CB,99371.7648,109032.0,123900.0,4010107,فرع النصر,4,فروع,2025,1
21215,FORTIBONE 10 SACHET,6.0,10,قابل للصرف,1,اساسى,2025-03-01,101112,1347.41376,1478.4,1680.0,4020309,فرع شبين القناطر,4,فروع,2025,1
21215,FORTIBONE 10 SACHET,8.0,30,منتهى الصلاحية,1,اساسى,2024-03-20,101111CB,1796.55168,1971.2,2240.0,4010401,فرع المهندسين,4,فروع,2025,1
81,GENGIGEL MOUTH WASH 1 150 ML,2.0,10,قابل للصرف,1,اساسى,2026-10-01,2304D00,549.3488,616.0,700.0,4010305,فرع جاردن سيتي,4,فروع,2025,1
9209,KEFEN TECH PLAST.10X7CM 50 MG 7,3.0,10,قابل للصرف,1,اساسى,2026-09-01,KEY907,204.51816,224.4,255.0,60103,صيدلية اسعاف (24)  القاهرة,6,صيدليات,2025,1
9209,KEFEN TECH PLAST.10X7CM 50 MG 7,4.0,10,قابل للصرف,1,اساسى,2026-09-01,KEY907,272.69088,299.2,340.0,60219,صيدلية كهرباء - الهرم,6,صيدليات,2025,1
9209,KEFEN TECH PLAST.10X7CM 50 MG 7,4.0,10,قابل للصرف,1,اساسى,2026-01-01,KEY102,190.8836,209.44,238.0,60128,صيدلية المجمع الطبى بالمعادى,6,صيدليات,2025,1
9209,KEFEN TECH PLAST.10X7CM 50 MG 7,21.0,10,قابل للصرف,1,اساسى,2026-09-01,KEY907,1431.62712,1570.8,1785.0,60113,صيدلية اسعاف (24) الاميرية,6,صيدليات,2025,1
9209,KEFEN TECH PLAST.10X7CM 50 MG 7,93.0,10,قابل للصرف,1,اساسى,2026-05-01,KEY501,4438.0437,4869.48,5533.5,60259,صيدلية اسعاف (24) دمياط,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,0.5,10,قابل للصرف,1,اساسى,2026-09-01,101352,118.29972,129.8,147.5,60257,صيدلية اسعاف (24) اسوان,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1.0,10,قابل للصرف,1,اساسى,2027-04-01,101517CB,280.7112,308.0,350.0,60231,صيدلية بنك القاهرة,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1.0,10,قابل للصرف,1,اساسى,2027-02-01,101506CB,280.7112,308.0,350.0,60204,صيدلية المطابع الاميرية,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1.0,10,قابل للصرف,1,اساسى,2027-01-05,101384CB,280.7112,308.0,350.0,60113,صيدلية اسعاف (24) الاميرية,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1.0,10,قابل للصرف,1,اساسى,2027-06-01,101522CB,280.7112,308.0,350.0,60238,صيدلية الجمعية التعاونية للبترول - بمسطرد,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,5.0,10,قابل للصرف,1,اساسى,2027-02-01,101506CB,1403.556,1540.0,1750.0,60122,صيدلية اسعاف (24) المحلة,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,5.0,10,قابل للصرف,1,اساسى,2027-02-01,101506CB,1403.556,1540.0,1750.0,60265,صيدلية اسعاف (24) الزقازيق,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,5.0,10,قابل للصرف,1,اساسى,2025-10-20,101224,1002.54,1100.0,1250.0,60267,صيدلية المصنع الألومنيوم الجديدة,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,5.0,10,قابل للصرف,1,اساسى,2026-04-01,101257,1182.9972,1298.0,1475.0,60137,صيدلية اسعاف (24) أسيوط,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,6.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,1684.2672,1848.0,2100.0,4030302,فرع قنا الجديد,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,11.0,10,قابل للصرف,1,اساسى,2026-09-01,101350,2602.59384,2855.6,3245.0,4030201,فرع اسيوط مدينة,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,19.0,10,قابل للصرف,1,اساسى,2027-06-01,101519CB,5333.5128,5852.0,6650.0,4020404,فرع التعاون,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,60.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,16842.672,18480.0,21000.0,60246,صيدلية شركة النيل العامه لانشاء الطرق,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,188.0,10,قابل للصرف,1,اساسى,2027-04-01,101515CB,52773.7056,57904.0,65800.0,4010102,فرع هليوبليس,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,240.0,10,قابل للصرف,1,اساسى,2027-07-01,101523CB,67370.688,73920.0,84000.0,60228,صيدلية البنك المركزى - قصر النيل,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,1.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,236.59944,259.6,295.0,60118,صيدلية سعد زغلول اسكندرية,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,1.0,10,قابل للصرف,1,اساسى,2025-07-20,101207,184.46736,202.4,230.0,60267,صيدلية المصنع الألومنيوم الجديدة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,1.0,30,منتهى الصلاحية,1,اساسى,2021-07-01,L100620CB,184.46736,202.4,230.0,4010404,فرع حدائق الاهرام,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,1.0,10,قابل للصرف,1,اساسى,2025-03-03,101182CB,184.46736,202.4,230.0,60133,صيدلية اسعاف (24) الاقصر,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,2.0,10,قابل للصرف,1,اساسى,2025-07-01,101210,368.93472,404.8,460.0,4020301,فرع بنها,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,3.0,10,قابل للصرف,1,اساسى,2026-03-01,101342,709.79832,778.8,885.0,4010305,فرع جاردن سيتي,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,9.0,10,قابل للصرف,1,اساسى,2026-01-01,101271,1985.0292,2178.0,2475.0,60103,صيدلية اسعاف (24)  القاهرة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,16.0,10,قابل للصرف,1,اساسى,2026-03-10,101340CH,3785.59104,4153.6,4720.0,4020103,فرع المنصورة,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,18.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,4258.78992,4672.8,5310.0,4020105,فرع دمياط,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,80.0,10,قابل للصرف,1,اساسى,2026-03-01,101342,18927.9552,20768.0,23600.0,60209,صيدلية الجهاز المركزى,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,210.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,49685.8824,54516.0,61950.0,4010402,فرع ربيع الجيزى المنيل سابقا,4,فروع,2025,1
