Date,Supp. Code,Supp. Name,Item Code,Item Name,Brick,Governorate Name,Territory Name,Brick Name,QTY,FU,Total Qty,Year,Month
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,185702.0,طور سيناء           ,PORT SAID /N SINAI NORTH SINAI          ,EL ARISH                                ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,11601.0,القاهرة             ,CAIRO S III ELMOKATTAM                  ,EL MOKATAM - MANSHIT NASER              ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,10401.0,مصر الجديده         ,NASR CITY NASR CITY                     ,NASR CITY                               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,83701.0,الدقهلية            ,DAKAHLIA I ELMANSOURA                   ,EL MANSOURA                             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,155701.0,بورسعيد             ,PORT SAID /N SINAI PORT SAID            ,PORT SAIED                              ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,32702.0,6 اكتوبر            ,FAISAL 6TH OF OCTOBER CITY              ,GIZA ( 6 OCTOBER )                      ,112,0,112,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,83701.0,المنصوره            ,DAKAHLIA I ELMANSOURA                   ,EL MANSOURA                             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,22701.0,الجيزة              ,FAISAL FAISAL                           ,FEISAL                                  ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,114602.0,فاقوس               ,SHARKEIA III FAKOUS                     ,FAKOUS                                  ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,165801.0,الاسماعيليه         ,ISMAELIA ISMAELIA                       ,ISMAELIA                                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,32801.0,حدائق الاهرام       ,EL HARAM ELHARAM                        ,GIZA (OSIEM)                            ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,619237.0,KEFEN TECH 7 PLASTER                                        ,226301.0,المنيا              ,EL MENYA II ELMENYA CITY I              , ELMENIA City                           ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,287001.0,كوم امبو            ,ASWAN KOM OMBO                          ,MARAKEZ ASWAN                           ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,104202.0,الحامول             ,KAFR ELSHEIKH I ELHAMOUL                ,BEIALA - ELHAMOL                        ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,10602.0, القاهرة            ,GIZA I GUIZA SQ                         ,CAIRO ( EL SALAM )                      ,30,0,30,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,114602.0,الصالحيه الجديده    ,SHARKEIA III SALHIA                     ,FAKOUS                                  ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,11503.0,القاهرة             ,CAIRO S II SAYEDA ZEINAB                ,ELSAYEDA  ZEINAB                        ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,22202.0,العجوزه             ,GIZA III AGOUZA                         ,EL AGOZA                                ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,11301.0,جاردن سيتي          ,CAIRO S I GARDEN CITY                   ,RAMSIS SQ - ABDEEN                      ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,256701.0,البلينا             ,SOHAG II ELBALYANA                      ,MARAKEZ SOHAG KEBLY                     ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,11901.0,القليوبية           ,SHOBRA KHEMAH SHOBRA ELKHEMAH           ,CAIRO (SHOBRA)                          ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,236501.0,اسيوط               ,ASSIUT II ASSIUT CITY EAST              ,ASSIUT CITY                             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,287001.0,كوم امبو            ,ASWAN KOM OMBO                          ,MARAKEZ ASWAN                           ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,114601.0,ههيا                ,SHARKEIA III HEHYA                      ,ABU KEBER & HEHYA                       ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,83702.0,طلخا                ,DAKAHLIA I TALKHA                       ,TALKHA                                  ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,145602.0,كوم حماده           ,BEHERA III KOM HAMADA                   ,DELENGAT - KOM HAMADA                   ,6,0,6,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,22401.0,المهندسين           ,GIZA V ELMOHANDESSIN                    ,EL MOHANDESEN                           ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,195902.0,شرم الشيخ           ,SUEZ /S SINAI  SOUTH SINAI              ,SOUTH SINA                              ,10,0,10,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10401.0,مدينه نصر           ,NASR CITY NASR CITY                     ,NASR CITY                               ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,619237.0,KEFEN TECH 7 PLASTER                                        ,22201.0,الدقي               ,GIZA III DOKKI                          ,DOKY                                    ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,22301.0,الجيزة              ,GIZA IV ZAMALEK                         ,ZAMALEK                                 ,-5,0,-5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,175901.0,السويس              ,SUEZ /S SINAI  SUES                     ,EL SEWIS                                ,-6,0,-6,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,135303.0,برج العرب           ,ALEX W II /MTRH SIDI A RAHMAN           ,MATROUH                                 ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,266801.0,نجع حمادي           ,QENA I /RED SEA NAGAH HAMADI            ,MARAKEZ QENA BAHARY                     ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,124901.0,غبريال              ,ALEX E III BACCUS                       ,LORAN - GELEM- BAKOUS                   ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,125101.0,الاسكندرية          ,ALEX CNTR II SMOHA                      ,SEDI GABER - SPORTING - ROSHDY          ,10,0,10,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,63201.0,قويسنا              ,MENOFIA II QUESNA                       ,QWESNA - BERKET ELSABAA                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,83901.0,بني عبي             ,DAKAHLIA III MENIET ELNASR              ,DEKERNES                                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,10801.0,حدائق القبه         ,KOBBAH HADAYEK ELKOBBAH                 ,EL KOBAH                                ,-2,0,-2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,41802.0,وادي حوف            ,HELWAN HADAEK HELWAN                    ,CAIRO ( HELWAN )                        ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,145502.0,كفر الدوار          ,BEHERA II KAFR ELDAWAR                  ,ABU HOMUS & KAFR ELDAWAR                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,135303.0,مرسي مطروح          ,ALEX W II /MTRH MARSA MATROUH           ,MATROUH                                 ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,10401.0,القاهره الجديده     ,NASR CITY NASR CITY                     ,NASR CITY                               ,6,0,6,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,114602.0,فاقوس               ,SHARKEIA III FAKOUS                     ,FAKOUS                                  ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,276803.0,الغردقه             ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,32702.0,الجيزة              ,FAISAL 6TH OF OCTOBER CITY              ,GIZA ( 6 OCTOBER )                      ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,104301.0,دسوق                ,KAFR ELSHEIKH II DESOUK                 ,DESOK                                   ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,135303.0,مرسي مطروح          ,ALEX W II /MTRH MARSA MATROUH           ,MATROUH                                 ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,256701.0,البلينا             ,SOHAG II ELBALYANA                      ,MARAKEZ SOHAG KEBLY                     ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,114401.0,الزقازيق            ,SHARKIA I ZAKAZIK                       ,ZAGAZIK                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,22501.0,امبابه              ,IMBABA I IMBABA                         ,GIZA ( IMBABA )                         ,50,0,50,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,94102.0,الزرقا              ,DOMIAT ZARKA                            ,FARASKOR - ELZARKA                      ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,11301.0,الفلكي - باب اللوق  ,CAIRO CNTR ELBOUSTAN ST                 ,RAMSIS SQ - ABDEEN                      ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,125201.0,القباري             ,ALEX W I ELLABBAN                       ,EL MANSHIA - BAHARY                     ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,11701.0,زهراء المعادي       ,MAADI MAADI                             ,MAADI                                   ,20,0,20,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,266802.0,قنا                 ,QENA I /RED SEA QUENA CITY I            ,QENA CITY                               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,73401.0,الغربية             ,GHARBIA  TANTA                          ,ZEFTA                                   ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,10602.0,مدينه العبور        ,CAIRO E II EZBET ELBAGOR                ,CAIRO ( EL SALAM )                      ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,236402.0,الخارجه             ,ASSIUT I /N VALLEY NEW VALLEY           ,EL WADI ELGEDED                         ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,104303.0,كفر الشيخ           ,KAFR ELSHEIKH I KAFR ELSHEIKH           ,FOHA - MOTOBAS                          ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10401.0,القاهره الجديده     ,NASR CITY NASR CITY                     ,NASR CITY                               ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,145602.0,كوم حماده           ,BEHERA III KOM HAMADA                   ,DELENGAT - KOM HAMADA                   ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,216103.0,ببا                 ,BANI SUEF BEBA                          ,MARAKEZ BANY SEWIF KEBLY                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,10401.0,القاهره الجديده     ,NASR CITY NASR CITY                     ,NASR CITY                               ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,73401.0,طنطا                ,GHARBIA  TANTA                          ,ZEFTA                                   ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,145502.0,كفر الدوار          ,BEHERA II KAFR ELDAWAR                  ,ABU HOMUS & KAFR ELDAWAR                ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,236401.0,القوصيه             ,ASSIUT I /N VALLEY ELKOSEIA             ,MARAKEZ  ASSIUT BAHARY                  ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,256701.0,البلينا             ,SOHAG II ELBALYANA                      ,MARAKEZ SOHAG KEBLY                     ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,11702.0,القاهرة             ,MAADI NEW MAADI                         ,NEW MADI                                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,10401.0,مدينه نصر           ,NASR CITY NASR CITY                     ,NASR CITY                               ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,11701.0,المعادي             ,MAADI NEW MAADI                         ,MAADI                                   ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,114401.0,الزقازيق            ,SHARKIA I ZAKAZIK                       ,ZAGAZIK                                 ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,619237.0,KEFEN TECH 7 PLASTER                                        ,32801.0,الجيزة              ,EL HARAM ELHARAM                        ,GIZA (OSIEM)                            ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,11702.0,المعادي الجديده     ,MAADI MAADI                             ,NEW MADI                                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,125101.0,كفر عبده            ,ALEX E III ROUSHDY                      ,SEDI GABER - SPORTING - ROSHDY          ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,22601.0,الجيزة              ,IMBABA II  OSSIM                        ,MARAKEZ IMBABA                          ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,135303.0,مرسي مطروح          ,ALEX W II /MTRH MARSA MATROUH           ,MATROUH                                 ,10,0,10,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10401.0,القاهرة             ,NASR CITY NASR CITY                     ,NASR CITY                               ,20,0,20,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,32702.0,الجيزة              ,FAISAL 6TH OF OCTOBER CITY              ,GIZA ( 6 OCTOBER )                      ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,155701.0,بورسعيد             ,PORT SAID /N SINAI PORT SAID            ,PORT SAIED                              ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,32801.0,مصر الجديده         ,EL HARAM NAZLET ELSEMAN                 ,GIZA (OSIEM)                            ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,256701.0,دار السلام          ,SOHAG II DAR ELSALAM                    ,MARAKEZ SOHAG KEBLY                     ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,135303.0,مرسي مطروح          ,ALEX W II /MTRH MARSA MATROUH           ,MATROUH                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,32702.0,6 اكتوبر            ,FAISAL 6TH OF OCTOBER CITY              ,GIZA ( 6 OCTOBER )                      ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,619237.0,KEFEN TECH 7 PLASTER                                        ,22001.0,الجيزة              ,GIZA I GUIZA SQ                         ,GIZA SQ                                 ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,11301.0,التحرير             ,CAIRO CNTR ELTAHRIR SQ                  ,RAMSIS SQ - ABDEEN                      ,6,0,6,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,175901.0,السويس              ,SUEZ /S SINAI  SUES                     ,EL SEWIS                                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,276803.0,الغردقه             ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,83701.0,المنصوره            ,DAKAHLIA I ELMANSOURA                   ,EL MANSOURA                             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,124901.0,زيزينيا             ,ALEX E III LORAN                        ,LORAN - GELEM- BAKOUS                   ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,32801.0,حدائق الاهرام       ,EL HARAM ELHARAM                        ,GIZA (OSIEM)                            ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,11401.0,القاهرة             ,CAIRO S I KASR AINI ST                  ,GARDEN CITY                             ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,10602.0,قليوب               ,CAIRO E II ABU ZAABAL                   ,CAIRO ( EL SALAM )                      ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,10401.0,مدينه نصر           ,NASR CITY NASR CITY                     ,NASR CITY                               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,226301.0,طوه                 ,EL MENYA II ELMENYA CITY I              , ELMENIA City                           ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,123303.0,مدينه السادات       ,MENOFIA III SADAAT CITY                 ,ELSADAT CITY                            ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10401.0,مدينه نصر           ,NASR CITY NASR CITY                     ,NASR CITY                               ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10401.0,مدينه نصر           ,NASR CITY NASR CITY                     ,NASR CITY                               ,8,0,8,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,22701.0,فيصل                ,FAISAL FAISAL                           ,FEISAL                                  ,-9,0,-9,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,256602.0,سوهاج               ,SOHAG I SOHAG CITY I                    ,SOHAG CITY                              ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,266802.0,قنا                 ,QENA I /RED SEA QUENA CITY I            ,QENA CITY                               ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,276803.0,راس غارب            ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,6,0,6,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,10602.0,الخصوص              ,CAIRO E II ELKHANKA                     ,CAIRO ( EL SALAM )                      ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,32801.0,مصر الجديده         ,EL HARAM NAZLET ELSEMAN                 ,GIZA (OSIEM)                            ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,195902.0,ابو رديس            ,SUEZ /S SINAI  SOUTH SINAI              ,SOUTH SINA                              ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,53001.0,البرادعه            ,KALUBIA II KANATER ELKHAIREIA           ,KALIOUB                                 ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,83701.0,المنصوره            ,DAKAHLIA I ELMANSOURA                   ,EL MANSOURA                             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,236501.0,اسيوط               ,ASSIUT II ASSIUT CITY EAST              ,ASSIUT CITY                             ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,287001.0,أسوان               ,ASWAN EDFO                              ,MARAKEZ ASWAN                           ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,226302.0,ملوي                ,EL MENYA II MALAWY                      ,MARAKEZ ELMENIA KEBLY                   ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,287001.0,كوم امبو            ,ASWAN KOM OMBO                          ,MARAKEZ ASWAN                           ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,94103.0,كفر سعد             ,DOMIAT KAFR SAAD                        ,KAFR SAAD                               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,256601.0,طهطا                ,SOHAG I TAHTA                           ,MARAKEZ SOHAG BAHARY                    ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,619237.0,KEFEN TECH 7 PLASTER                                        ,22001.0,6 اكتوبر            ,GIZA I GUIZA SQ                         ,GIZA SQ                                 ,15,0,15,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,10401.0,مدينه نصر           ,NASR CITY NASR CITY                     ,NASR CITY                               ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10701.0,الحلميه الجديده     ,CAIRO E III MASAKEN AIN SHAMS           ,AIN SHAMS EAST                          ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,10401.0,القاهرة             ,MAADI HADAIK ELMAADI                    ,NASR CITY                               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,83701.0,المنصوره            ,DAKAHLIA I ELMANSOURA                   ,EL MANSOURA                             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,619237.0,KEFEN TECH 7 PLASTER                                        ,216101.0,بني سويف            ,BANI SUEF BANI SUEF CITY                ,BANY SWIF CITY                          ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,287002.0,اسوان               ,ASWAN ASWAN CITY II                     ,ASWAN CITY                              ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,619237.0,KEFEN TECH 7 PLASTER                                        ,22202.0,العجوزه             ,GIZA III AGOUZA                         ,EL AGOZA                                ,30,0,30,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,11702.0,القاهرة             ,MAADI NEW MAADI                         ,NEW MADI                                ,4,0,4,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,32702.0,الجيزة              ,MAADI HADAIK ELMAADI                    ,GIZA ( 6 OCTOBER )                      ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,226201.0,بني مزار            ,EL MENYA I BANI MAZAR                   ,MARAKEZ ELMENIA BAHARY                  ,-1,0,-1,2025,1
